,iso_code,country,Year,co2,consumption_co2,co2_growth_prct,co2_growth_abs,trade_co2,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,share_global_cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,co2_per_unit_energy,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,other_co2_per_capita,trade_co2_share,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,Urban population (% of total population),Urban population,Urban population growth (annual %),"Population, total",Population growth (annual %),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Community health workers (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Agriculture, forestry, and fishing, value added (% of GDP)",CPIA public sector management and institutions cluster average (1=low to 6=high),Ease of doing business rank (1=most business-friendly regulations),Terrestrial and marine protected areas (% of total territorial area),Marine protected areas (% of territorial waters),Terrestrial protected areas (% of total land area),"Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),Urban population living in areas where elevation is below 5 meters (% of total population),Rural population living in areas where elevation is below 5 meters (% of total population),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",GHG net emissions/removals by LUCF (Mt of CO2 equivalent),Disaster risk reduction progress score (1-5 scale; 5=best),SF6 gas emissions (thousand metric tons of CO2 equivalent),PFC gas emissions (thousand metric tons of CO2 equivalent),Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),HFC gas emissions (thousand metric tons of CO2 equivalent),Total greenhouse gas emissions (% change from 1990),Total greenhouse gas emissions (kt of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CO2 emissions (kg per 2017 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (metric tons per capita),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions (kt),CO2 emissions (kg per 2015 US$ of GDP),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 intensity (kg per kg of oil equivalent energy use),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",Renewable energy consumption (% of total final energy consumption),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Renewable electricity output (% of total electricity output),Electricity production from oil sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from coal sources (% of total),Access to electricity (% of population),"Foreign direct investment, net inflows (% of GDP)",Cereal yield (kg per hectare),Average precipitation in depth (mm per year),Agricultural irrigated land (% of total agricultural land),Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Arable land (% of land area),Agricultural land (% of land area),Agricultural land (sq. km)
107,CHN,China,2006,6488.804,5052.366,10.42,612.248,-1436.438,4.848,3.775,21.22,104405.69,8.61,0.684,0.532,0.282,4905.374,470.087,,103.753,898.534,111.056,0.351,3.665,,0.078,0.671,0.083,-22.14,44.88,40.13,,1.88,8.02,44.1,4895.42,80301.383,,1349.469,15209.861,2618.945,20.73,13.64,,0.89,3.53,48.53,7483.96,5.592,884.55,0.661,440.42,0.329,1338408644.0,9489543138171.92,23022.389,17201.311,2.544,43.868,575118254.0,3.674728093,1311020000.0,0.558374367,,,0.725,21.9,91.6324234,0.98803997,10.62576053,,,,,,,,20.56777151,,,,,,,,,40.65997104,439850.0,36.94820584,883360.0,,120.2443062,7879330.0,287.5876779,-317003.3125,76.32865822,4909390.601,0.820437138,0.84056768,4.906034996,13.98137429,899269.411,6431910.0,1.290803992,1.614426181,103838.439,3.237935735,1515.173678,2039.01466,253.3827739,16.38509941,0.387166019,11096000000.0,15.59278342,1.323014954,1.913603638,0.831101965,15.2056174,80.33949603,98.48129272,4.508579016,5315.5,,10.22090936,20.28355789,1911664.48,,,,,,12.90301725,55.94576662,5272720.667
108,CHN,China,2007,6978.612,5481.465,7.55,489.808,-1497.147,5.185,4.072,22.16,111384.302,8.95,0.674,0.529,0.279,5289.904,514.981,,129.515,927.351,116.861,0.383,3.93,,0.096,0.689,0.087,-21.45,45.87,41.29,,2.27,8.25,45.11,5410.4,85591.286,,1478.985,16137.212,2735.806,21.87,14.23,,0.94,3.65,48.37,8102.46,6.02,923.61,0.686,449.38,0.334,1345993891.0,10358205936544.4,25024.414,18591.773,2.548,45.199,595670841.0,3.511255552,1317885000.0,0.522271866,,,0.702,20.1,93.34789276,0.991550028,10.24616576,,,,,,20.21685034,568.7,21.20194175,,,,,,,,,44.56079328,448440.0,42.0155176,921560.0,,134.3901334,8497040.0,260.4647343,-386950.0,71.24770038,4978938.923,0.780347152,0.778579222,5.302594688,12.9425258,904450.882,6988210.0,1.227729916,1.938025775,135433.311,3.252784275,1630.171029,2325.926769,239.9012925,14.88370037,0.476782488,15647000000.0,15.26334714,0.856057213,1.893174152,1.033186158,14.78656465,80.95423534,98.71140289,4.40096483,5319.8,645.0,,20.53406803,1935274.31,,,,,,12.89663449,56.00835158,5278619.111
109,CHN,China,2008,7496.832,5978.994,7.43,518.22,-1517.839,5.539,4.417,23.38,118881.134,9.31,0.694,0.554,0.289,5729.474,525.924,,149.674,970.117,121.642,0.388,4.233,,0.111,0.717,0.09,-20.25,46.18,43.29,,2.55,8.66,46.94,5936.325,91320.76,,1628.659,17107.329,2857.448,22.94,14.86,,0.99,3.78,48.31,8396.81,6.203,978.94,0.723,467.02,0.345,1353569480.0,10799148330075.5,25956.957,19176.678,2.545,46.539,616481190.0,3.433957689,1324655000.0,0.512386932,14.9,3.8,0.703,18.5,99.27693939,0.996969998,10.16904785,,,,,,,,21.86338398,,,,,,,44726.2,13500.6,47.61297725,464100.0,51.16578655,973580.0,152999.0,157.4585442,8786120.0,293.9691096,-344264.0,79.69641331,5734164.907,0.732726636,0.71711771,5.431610495,13.49423545,970911.59,7195010.0,1.152807963,2.081956106,149796.95,3.246815182,1672.90412,2446.369055,225.6754989,14.13780022,0.8595734,29803000000.0,17.73744406,0.542486196,1.972608903,0.996947091,16.87787066,78.75051375,98.94470215,3.73363489,5549.2,,,20.78457818,1958884.14,,,,,,12.92261352,56.07093654,5284517.556
110,CHN,China,2009,7886.533,6729.098,5.2,389.701,-1157.435,5.794,4.944,24.95,126767.667,9.69,0.682,0.582,0.291,6028.5,583.56,,164.404,982.348,127.721,0.429,4.429,,0.121,0.722,0.094,-14.68,49.86,46.13,,2.85,8.93,52.66,6519.885,97349.26,,1793.063,18089.677,2985.169,24.11,15.51,,1.06,3.9,48.48,8989.4,6.604,1026.0,0.754,478.86,0.352,1361169410.0,11572543696066.6,27089.785,19901.852,2.441,47.88,637407288.0,3.338102468,1331260000.0,0.497381401,,3.4,0.83,17.1,98.29463196,1.003350019,9.636185514,,,,,,,,22.55125881,,,,7.950971475,,,,,55.01397704,475600.0,55.64307559,1018910.0,,172.7498305,9377660.0,295.6555547,-335582.0,72.76236662,5613696.623,0.718191791,0.697574534,5.79534426,12.34323595,952294.231,7715110.0,1.129940111,2.228306453,171916.294,3.258679169,1778.433519,2612.45662,220.3935257,13.43190002,1.292334096,48011000000.0,17.8637982,0.326347266,1.887829029,1.539355612,16.5714641,78.38266989,99.18741608,2.568888291,5449.9,,,21.03508722,1982493.97,,,,,,12.94296832,56.1332002,5290386.0
111,CHN,China,2010,8616.653,7297.77,9.26,730.12,-1318.883,6.295,5.332,25.84,135384.319,10.09,0.67,0.568,0.298,6568.794,639.592,,199.585,1092.572,116.11,0.467,4.799,,0.146,0.798,0.085,-15.31,51.26,47.02,,3.22,9.66,47.37,7159.477,103918.054,,1992.648,19182.249,3101.279,25.31,16.19,,1.13,4.04,48.44,9788.64,7.151,1077.21,0.787,493.22,0.36,1368810604.0,12858807596962.2,28967.802,21162.747,2.299,49.226,658498663.0,3.255365494,1337705000.0,0.482959689,11.2,3.4,0.81,15.8,,0.988950014,9.325176941,,,,,,,,23.27010133,6.553332482,4.203002079,2.350330403,,,,57054.0,8438.0,61.63736194,486770.0,61.49511756,1063830.0,183870.0,187.3039783,10203820.0,306.1403514,-285418.0,77.61191904,6574171.931,0.712713509,0.684279943,6.332165911,12.90900609,1093466.397,8470570.0,1.121321061,2.358150915,199748.824,3.239419267,1954.722556,2943.589954,220.01274,12.26130009,1.673852403,70255000000.0,18.62282605,0.353949915,1.760219422,1.859881006,16.94897365,77.18719414,99.7,4.0035629,5526.1,,,21.2855969,2006103.8,1.165879632,0.258707371,23928.50781,0.907172261,83906.6875,12.87784131,56.12027552,5289168.0
112,CHN,China,2011,9528.556,8063.335,10.58,911.903,-1465.221,6.922,5.858,27.64,144912.875,10.53,0.697,0.59,0.305,7309.786,708.564,,245.99,1123.859,140.356,0.515,5.31,,0.179,0.816,0.102,-15.38,52.75,49.45,,3.86,9.91,51.13,7868.041,111227.84,,2238.638,20306.107,3241.636,26.55,16.94,,1.23,4.17,48.55,10781.3,7.832,1121.71,0.815,499.85,0.363,1376497633.0,13673158858296.0,31261.361,22710.792,2.282,50.511,678933504.0,3.05606997,1344130000.0,0.479150454,7.9,,0.831,14.6,,0.992420018,9.177653795,,,,,,,,23.87309725,,,,,,,,,67.05221356,493000.0,66.90508204,1106190.0,,209.9220846,11074550.0,306.1403514,-301112.0,78.848612,7315771.343,0.712611365,0.670182408,6.902792141,12.12274847,1124778.91,9278250.0,1.121160356,2.653424719,246191.379,3.308332359,2086.486904,3298.003913,215.3989646,11.33819962,2.137640198,100573000000.0,16.76177043,0.257818456,1.835335837,2.039061303,14.62413023,78.87712304,99.85722351,3.708828902,5709.4,,10.20675379,21.49109623,2025471.54,,,,,,12.80041683,56.11691083,5288851.0
113,CHN,China,2012,9775.622,8367.184,2.59,247.066,-1408.437,7.062,6.045,27.95,154688.497,10.97,0.681,0.583,0.301,7464.806,714.782,,277.599,1176.712,141.722,0.516,5.393,,0.2,0.85,0.102,-14.41,51.88,49.93,,4.27,10.23,51.45,8582.823,118692.646,,2516.237,21482.819,3383.358,27.68,17.68,,1.33,4.31,48.66,11106.42,8.024,1166.63,0.843,510.88,0.369,1384206408.0,14358127033560.0,32512.623,23488.285,2.274,51.765,699187267.0,2.939542285,1350695000.0,0.487231118,6.5,,,13.5,,0.997179985,9.11371387,,,,,,21.28688233,598.8,24.41937847,,,,,,,,,72.46706519,503970.0,72.31516453,1151100.0,,219.9524772,11399830.0,306.1403514,-228593.0,78.36729125,7470918.446,0.678813348,0.630314121,7.058003472,12.35339812,1177675.385,9533210.0,1.067985514,2.914302612,277826.588,3.274925199,2155.164788,3474.988062,207.2759854,11.53670025,2.657514988,132470000000.0,19.96624894,0.21940999,1.953846265,1.981570925,17.30873395,75.65891205,99.96487427,2.827090556,5827.1,645.0,,21.69659602,2044839.28,,,,,,12.72820233,56.10782831,5287995.0
114,CHN,China,2013,9952.744,8599.146,1.81,177.122,-1353.597,7.151,6.178,28.21,164641.241,11.39,0.65,0.562,0.295,7493.454,748.323,,320.127,1234.622,156.217,0.538,5.384,,0.23,0.887,0.112,-13.6,52.01,49.81,,4.89,10.66,53.28,9331.146,126186.101,,2836.365,22717.441,3539.575,28.75,18.38,,1.45,4.46,48.85,11570.95,8.313,1195.91,0.859,524.1,0.377,1391883335.0,15304426254912.0,33715.209,24222.732,2.248,53.013,719587859.0,2.87600167,1357380000.0,0.493709634,1.9,2.4,,12.5,,1.006090045,8.942893962,,,,,,,,24.97828766,,,,,,,,,,515990.0,,1178020.0,,,11854530.0,,-246268.0,75.47377043,7499587.052,0.656553543,0.613941373,7.320485052,12.43506201,1235632.32,9936680.0,1.032963886,3.224310907,320389.457,3.306811614,2213.759327,3773.405384,198.5457957,11.52200031,3.564878351,193807000000.0,20.29622738,0.184178729,2.053005141,1.961219277,16.73134903,75.27906857,99.99700928,3.039875469,5894.1,,,21.90209487,2064207.02,,,,,,12.70719317,56.10803814,5288015.0
115,CHN,China,2014,9985.583,8697.497,0.33,32.84,-1288.086,7.135,6.215,28.1,174626.824,11.79,0.616,0.536,0.289,7425.069,778.627,,353.591,1263.073,165.223,0.556,5.306,,0.253,0.902,0.118,-12.9,52.12,49.29,,5.31,10.86,54.38,10109.773,133611.17,,3189.956,23980.514,3704.798,29.78,19.04,,1.58,4.6,49.07,11592.12,8.283,1225.98,0.876,536.93,0.384,1399453966.0,16220856758000.0,34499.453,24652.082,2.17,54.259,740239259.0,2.829482685,1364270000.0,0.506311592,1.4,,,11.6,,1.00948,8.643491396,,,,,,,,25.54668335,,,,,,,,,,528020.0,,1206210.0,,,11865310.0,,-415197.0,75.10046715,7431146.164,0.60860226,0.577932351,7.252919144,12.77528287,1264106.575,9894940.0,0.957521533,3.576375077,353880.168,3.242644147,2236.729908,3927.0445,187.6870333,12.06140041,4.056659804,229840000000.0,22.60915378,0.167974379,2.33928636,2.021005181,18.55249398,72.63390781,100.0,2.559233447,5893.2,,,22.10759465,2083574.76,,,,,,12.69589308,56.09673805,5286950.0
116,CHN,China,2015,9848.42,8680.58,-1.37,-137.164,-1167.839,7.0,6.17,27.74,184475.244,12.16,0.589,0.52,0.283,7266.979,721.995,,366.649,1327.578,165.219,0.513,5.165,,0.261,0.944,0.117,-11.86,50.23,49.37,,5.4,11.17,54.8,10831.768,140878.149,,3556.605,25308.092,3870.017,30.61,19.67,,1.7,4.75,49.29,11584.22,8.234,1258.21,0.894,552.98,0.393,1406847868.0,16710945546908.0,34826.942,24755.298,2.124,55.5,761027100.0,2.769551135,1371220000.0,0.508136747,0.7,,,10.7,,1.01157999,8.387014882,,,,,,,,26.12622161,,,,,,,,,,542900.0,,1237520.0,,,11859290.0,,-382872.0,73.98380452,7272926.115,0.564860777,0.55237228,7.169112177,13.51582901,1328664.11,9830430.0,0.888702511,3.732790488,366949.356,,,,,12.24530029,4.857004208,283851000000.0,23.92681717,0.165618383,,2.487030638,19.06981297,70.30942695,100.0,2.192181603,5896.3,,,22.31309418,2102942.5,,,,,,12.68935693,56.09020144,5286334.0
117,CHN,China,2016,9720.444,8700.417,-1.3,-127.976,-1020.027,6.874,6.153,27.42,194195.688,12.51,0.563,0.504,0.276,7071.406,743.044,,402.762,1335.304,167.928,0.526,5.001,,0.285,0.944,0.119,-10.49,50.25,49.24,,5.78,11.17,56.19,11574.812,147949.555,,3959.366,26643.396,4037.945,31.4,20.25,,1.84,4.89,49.55,11576.87,8.187,1264.91,0.895,556.98,0.394,1414049353.0,17255473242506.0,35264.122,24938.401,2.087,56.736,782199374.0,2.744069375,1378665000.0,0.541478512,0.5,,,9.9,,1.010139942,8.057287535,,,15.93928031,3.766775077,17.08,,,26.70102694,,,,,,,,,,546990.0,,1242150.0,,,11857180.0,,-364711.4375,70.8318049,6951652.911,0.527787597,0.524490144,7.118705414,13.61682903,1336397.813,9814310.0,0.830374815,4.107179292,403091.308,,,,,12.58969975,,,,,,,,,100.0,1.55564215,5979.5,,,22.5428773,2124598.67,,,,,,12.68081675,56.08166541,5285529.0
118,CHN,China,2017,9920.459,8888.677,2.06,200.015,-1031.782,6.981,6.255,27.61,204116.147,12.85,0.564,0.506,0.273,7137.264,758.185,,464.452,1390.825,169.733,0.534,5.023,,0.327,0.979,0.119,-10.4,50.53,49.38,,6.53,11.47,56.41,12332.997,155086.819,,4423.819,28034.221,4207.678,32.15,20.81,,1.99,5.03,49.79,,,,,,,1421021794.0,17575081415360.1,36342.177,25574.677,,57.96,803554542.0,2.693540138,1386395000.0,0.559121331,,,,9.2,,1.013219953,7.463565017,,,14.58764165,5.406831896,15.44904196,21.03803768,591.8,27.27140635,,,,,,,,,,542100.0,,1239130.0,,,12058050.0,,,,,0.503733742,0.503733742,7.225768991,,,10017770.0,0.792530585,,,,,,,12.86359978,,,,,,,,,100.0,1.349132679,6028.6,645.0,,22.74231029,2143394.7,,,,,,12.67850328,56.07935055,5285311.0
119,CHN,China,2018,10289.99,9285.067,3.72,369.53,-1004.922,7.208,6.504,28.08,214406.137,13.19,0.567,0.511,0.273,7316.4,786.745,,519.834,1495.473,171.539,0.551,5.125,,0.364,1.048,0.12,-9.77,50.22,49.71,,6.97,12.27,56.91,13119.742,162403.219,,4943.652,29529.693,4379.217,32.86,21.37,,2.15,5.19,50.04,,,,,,,1427647789.0,18151620437216.0,37714.113,26416.955,,59.152,823827650.0,2.491628201,1392730000.0,0.455899679,,,,8.5,,1.014310002,7.043020253,,,14.58764165,5.406831896,15.44904196,,,27.88756177,,,,,,,,,,538790.0,,1238630.0,,,12355240.0,,,,,0.485811075,0.474420333,7.405211347,,,10313460.0,0.764332629,,,,,,,13.12380028,,,,,,,,,100.0,1.693905294,6081.4,,,22.94173538,2162190.4,,,,,,12.6782458,56.07908341,5285287.0
120,CHN,China,2019,10489.989,9442.835,1.94,199.999,-1047.154,7.316,6.586,28.58,224896.125,13.53,,,0.266,7377.67,826.876,,564.602,1543.584,177.257,0.577,5.146,,0.394,1.077,0.124,-9.98,51.41,50.62,,7.47,12.62,58.47,13946.618,169780.889,,5508.254,31073.277,4556.474,33.58,21.92,,2.32,5.34,50.32,,,,,,,1433783692.0,,39360.925,27452.478,,60.308,842933962.0,2.292727263,1397715000.0,0.357291063,,,,7.9,,1.015290022,7.143691248,,31.0,,,,,,28.54488333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.310718781,,,,23.14116554,2180986.1,,,,,,,,
121,CHN,China,2020,10667.887,,1.7,177.899,,7.412,,30.65,235564.013,13.89,,,,7421.101,858.233,,605.254,1611.762,171.539,0.596,5.156,,0.42,1.12,0.119,,52.77,53.1,,8.18,14.56,57.61,14804.851,177201.99,,6113.508,32685.039,4728.013,34.3,22.48,,2.49,5.52,50.55,,,,,,,1439323774.0,,,,,61.428,861289359.0,2.15419031,1402112000.0,0.314091093,,,,,,1.012869954,7.653066548,,,,,,,,29.22112199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3405957,2199781.8,,,,,,,,
